age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,place,neworold,ownership,price,price_per_sq,status
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,2802,2,4,4 BHK Apartment ,0,Koregaon Park,Resale,Freehold,45000000,16059,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,2610,2,4,4 BHK Apartment ,0,Koregaon Park,Resale,Freehold,37000000,14176,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1720,2,3,3 BHK Apartment ,0,Viman Nagar,Resale,Freehold,13000000,7558,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track","Club House,Sports Facility,Landscaped Gardens",5420,2,4,4 BHK Apartment ,4,Sangamvadi,Resale,Freehold,75000000,13837,Unfurnished
16,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility",4000,2,5,5 BHK Apartment ,8,Sangamvadi,Resale,Freehold,60000000,15000,Semi-Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track",Landscaped Gardens,2500,2,3,3 BHK Apartment ,4,Sangamvadi,Resale,Freehold,35000000,14000,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens",650,2,1,1 BHK Villa ,0,Kharadi,Resale,Freehold,4800000,7384,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",648,2,1,1 BHK Apartment ,5,Yerawada,Resale,Freehold,4800000,7407,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",1480,2,3,3 BHK Apartment ,5,Shastri Nagar,Resale,Freehold,8000000,5405,Semi-Furnished
2,"Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Lift Available,Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens",2000,2,2,2 BHK Villa ,0,Kharadi,Resale,Freehold,9000000,4500,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Landscaped Gardens",Sports Facility,1435,2,3,3 BHK Apartment ,3,Mundhwa,Resale,Freehold,8900000,6202,Semi-Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track","Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",1000,2,2,2 BHK Apartment ,3,Viman Nagar,Resale,Freehold,7200000,7200,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",2000,2,5,5 BHK Apartment ,0,Kalyani Nagar,Resale,Freehold,32500000,16250,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom","Sports Facility,Landscaped Gardens",4200,2,4,4 BHK Apartment ,5,Koregaon Park,Resale,Freehold,32500000,7738,Semi-Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1438,2,3,3 BHK Apartment ,5,Koregaon Park,Resale,Freehold,18500000,12865,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Landscaped Gardens","Children's play area,Club House,Sports Facility",7500,2,5,5 BHK Apartment ,18,Koregaon Park,Resale,Freehold,140000000,18666,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Club House,Sports Facility,Landscaped Gardens",2860,2,5,5 BHK Apartment ,6,Kalyani Nagar,Resale,Co-Operative Society,44000000,15384,Semi-Furnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",5850,3,5,4 BHK Apartment ,12,Koregaon Park,Resale,Freehold,100000000,17094,Furnished
9,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track",1059,2,2,2 BHK Apartment ,5,Kalyani Nagar,Resale,Freehold,7450000,7034,Unfurnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,BED","Children's play area,Club House,Gymnasium,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",1200,1,2,2 BHK Apartment ,1,Koregaon Park,Resale,Co-Operative Society,14000000,11666,Furnished
9,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Intercom,Rain Water Harvesting,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Microwave,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Wifi,Dining Table,Gas connection",980,2,2,2 BHK Apartment ,2,Pashan,Resale,Co-Operative Society,7000000,7142,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1690,2,3,3 BHK Apartment ,8,Viman Nagar,Resale,Freehold,20000000,11834,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",2197,2,3,3 BHK Apartment ,5,Viman Nagar,Resale,Freehold,21000000,9558,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Wifi,BED",1650,2,3,3 BHK Apartment ,2,Kalyani Nagar,Resale,Freehold,13000000,7878,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Wifi,BED",1450,1,3,3 BHK Apartment ,1,Kalyani Nagar,Resale,Freehold,15000000,10344,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","AC,Wardrobe,TV,Wifi,BED",1750,3,4,3 BHK Apartment ,7,Wadgaon Sheri,Resale,Freehold,16000000,9142,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Wifi,BED",1735,2,3,3 BHK Apartment ,4,Kalyani Nagar,Resale,Freehold,17000000,9798,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Wifi,BED",1800,1,3,3 BHK Apartment ,1,Kalyani Nagar,Resale,Freehold,18000000,10000,Semi-Furnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,941,1,1,1 BHK Apartment ,1,Wagholi,Resale,Freehold,4200000,4463,Unfurnished
7,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility,1211,1,2,2 BHK Apartment ,5,Kharadi,Resale,Freehold,8000000,6606,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Sports Facility,Landscaped Gardens,AC,TV,Wifi",2385,2,4,3 BHK Apartment ,7,Kharadi,Resale,Freehold,13000000,5450,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",950,1,2,2 BHK Apartment ,1,Koregaon Park,Resale,Freehold,12700000,13368,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1200,1,2,2 BHK Apartment ,0,Koregaon Park,Resale,Freehold,14000000,11666,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1250,1,2,2 BHK Apartment ,2,Koregaon Park,Resale,Freehold,11000000,8800,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",4200,3,5,4 BHK Apartment ,10,Kalyani Nagar,Resale,Freehold,58800000,14000,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",3960,1,4,4 BHK Apartment ,16,Kalyani Nagar,Resale,Freehold,62700000,15833,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",8500,2,5,5 BHK Apartment ,3,Kalyani Nagar,Resale,Freehold,29000000,3411,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",3000,1,3,3 BHK Apartment ,3,Kalyani Nagar,Resale,Freehold,30000000,10000,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",2050,2,3,3 BHK Apartment ,10,Kalyani Nagar,Resale,Freehold,31000000,15121,Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1865,3,3,3 BHK Apartment ,10,Kalyani Nagar,Resale,Freehold,31100000,16675,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1744,3,3,3 BHK Apartment ,6,Kalyani Nagar,Resale,Freehold,15400000,8830,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Wifi,BED",1300,1,2,2 BHK Apartment ,4,Viman Nagar,Resale,Freehold,10000000,7692,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1400,2,3,3 BHK Apartment ,2,Viman Nagar,Resale,Freehold,12000000,8571,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1609,2,3,3 BHK Apartment ,3,Viman Nagar,Resale,Freehold,13000000,8079,Unfurnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1245,2,2,3 BHK Apartment ,10,Kharadi,Resale,Freehold,8500000,6827,Unfurnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track,Intercom,Rain Water Harvesting","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens",565,2,2,1 BHK Apartment ,1,Kharadi,Resale,Freehold,5200000,9203,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",5595,3,5,5 BHK Apartment ,4,Koregaon Park,Resale,Freehold,92500000,16532,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",6900,2,5,5 BHK Apartment ,3,Koregaon Park,Resale,Freehold,100000000,14492,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1650,2,3,3 BHK Apartment ,6,Koregaon Park,Resale,Freehold,11500000,6969,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1300,2,2,2 BHK Apartment ,2,Koregaon Park,Resale,Freehold,13000000,10000,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1200,1,2,2 BHK Apartment ,0,Koregaon Park,Resale,Freehold,15000000,12500,Furnished
13,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",600,1,2,2 BHK Apartment ,7,Shastri Nagar,Resale,Freehold,16200000,27000,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Intercom,Golf Course,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","AC,Wardrobe,TV,Wifi,BED",1660,1,3,3 BHK Apartment ,7,Wagholi,Resale,Freehold,10000000,6024,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",5345,2,7,5 BHK Apartment ,1,Boat Club Road,Resale,Freehold,95000000,17773,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",5480,3,6,5 BHK Apartment ,6,Boat Club Road,Resale,Freehold,98000000,17883,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",1050,2,3,2 BHK Apartment ,3,Bund Garden,Resale,Freehold,11500000,10952,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1100,3,2,2 BHK Apartment ,2,Bund Garden,Resale,Freehold,13000000,11818,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1400,3,3,3 BHK Apartment ,2,Bund Garden,Resale,Freehold,17000000,12142,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",2871,3,3,3 BHK Apartment ,5,Viman Nagar,Resale,Freehold,32600000,11354,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",3725,1,5,4 BHK Apartment ,3,Viman Nagar,Resale,Freehold,35800000,9610,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",3517,3,4,4 BHK Apartment ,4,Viman Nagar,Resale,Freehold,37900000,10776,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",2906,2,3,3 BHK Apartment ,15,Viman Nagar,Resale,Freehold,39300000,13523,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",4070,3,4,4 BHK Apartment ,7,Viman Nagar,Resale,Freehold,41800000,10270,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",5300,2,4,4 BHK Apartment ,3,Viman Nagar,Resale,Freehold,42900000,8094,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",4400,2,5,4 BHK Apartment ,7,Viman Nagar,Resale,Freehold,44000000,10000,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Sports Facility,Landscaped Gardens,AC,TV,Wifi",5400,2,6,4 BHK Apartment ,7,Viman Nagar,Resale,Freehold,44500000,8240,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",3868,2,3,3 BHK Apartment ,5,Viman Nagar,Resale,Freehold,50200000,12978,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",4130,3,4,4 BHK Apartment ,12,Viman Nagar,Resale,Freehold,53600000,12978,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",2425,2,3,3 BHK Apartment ,5,Viman Nagar,Resale,Freehold,15000000,6185,Semi-Furnished
8,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Club House,Sports Facility",2078,3,3,3 BHK Apartment ,7,Viman Nagar,Resale,Freehold,16000000,7699,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1690,1,4,3 BHK Apartment ,5,Viman Nagar,Resale,Freehold,18000000,10650,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",2359,2,3,3 BHK Apartment ,3,Viman Nagar,Resale,Freehold,19000000,8054,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1690,1,3,3 BHK Apartment ,9,Viman Nagar,Resale,Freehold,20000000,11834,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",2197,2,3,3 BHK Apartment ,5,Viman Nagar,Resale,Freehold,21000000,9558,Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1690,2,3,3 BHK Apartment ,7,Viman Nagar,Resale,Freehold,17000000,10059,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",1690,1,4,3 BHK Apartment ,5,Viman Nagar,Resale,Freehold,18000000,10650,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",2359,2,3,3 BHK Apartment ,3,Viman Nagar,Resale,Freehold,19000000,8054,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi",3800,3,4,4 BHK Apartment ,6,Koregaon Park,Resale,Freehold,70000000,18421,Semi-Furnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility",3000,1,3,3 BHK Apartment ,8,Koregaon Park,Resale,Freehold,56000000,18666,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",3800,2,4,4 BHK Apartment ,12,Koregaon Park,Resale,Freehold,60800000,16000,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",2000,2,3,3 BHK Apartment ,3,Koregaon Park,Resale,Freehold,20000000,10000,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",2095,3,3,3 BHK Apartment ,4,Koregaon Park,Resale,Freehold,21000000,10023,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",2180,1,3,3 BHK Apartment ,8,Koregaon Park,Resale,Freehold,23500000,10779,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","AC,TV,Wifi",4355,3,5,4 BHK Apartment ,11,Kharadi,Resale,Freehold,31500000,7233,Semi-Furnished
